id,student_name,URN,Maths,SESD,AIML,FSD,DVA,contest_scores,topic_wise_accuracy,time_spent_per_topic
241,Anvi Sharma,2024-C-33062006B,70,46,42,60,77,332,"{Maths:0.72,SESD:0.97,AIML:0.64,FSD:0.53,DVA:0.55}","{Maths:6.9,SESD:6.3,AIML:16.4,FSD:8.1,DVA:16.5}"
242,Ira Kapoor,2024-C-15452006B,75,98,86,87,99,448,"{Maths:0.93,SESD:0.72,AIML:0.52,FSD:0.59,DVA:0.79}","{Maths:7.8,SESD:17.2,AIML:5.1,FSD:12.0,DVA:7.7}"
243,Ayaan Mishra,2024-A-92952006B,62,93,170,99,89,347,"{Maths:0.97,SESD:0.54,AIML:0.64,FSD:0.79,DVA:0.75}","{Maths:13.2,SESD:8.1,AIML:11.6,FSD:10.7,DVA:6.8}"
244,Ayaan Singh,2024-C-17912006B,43,90,159,81,61,317,"{Maths:0.66,SESD:0.98,AIML:0.6,FSD:0.97,DVA:0.6}","{Maths:9.5,SESD:6.9,AIML:16.4,FSD:16.0,DVA:13.3}"
245,Aditya Nair,2024-C-27512006B,99,81,96,40,90,439,"{Maths:0.81,SESD:0.85,AIML:0.9,FSD:0.97,DVA:0.88}","{Maths:10.0,SESD:5.5,AIML:14.5,FSD:14.7,DVA:19.8}"
246,Anvi Sharma,2024-C-33522006B,93,73,66,67,52,400,"{Maths:0.56,SESD:0.79,AIML:0.82,FSD:0.75,DVA:0.64}","{Maths:13.7,SESD:7.6,AIML:16.9,FSD:11.4,DVA:15.1}"
247,Vihaan Reddy,2024B10042006B,-10,69,62,55,84,272,"{Maths:0.76,SESD:0.57,AIML:0.54,FSD:0.73,DVA:0.69}","{Maths:6.5,SESD:11.6,AIML:19.6,FSD:16.3,DVA:5.9}"
248,Aarav Sharma,2024-C-30602006B,54,81,58,84,87,402,"{Maths:0.78,SESD:0.57,AIML:0.56,FSD:0.95,DVA:0.95}","{Maths:8.3,SESD:15.7,AIML:19.2,FSD:10.9,DVA:13.4}"
249,Riya Kumar,2024-C-90422006B,93,84,53,67,64,372,"{Maths:0.73,SESD:0.71,AIML:0.53,FSD:0.62,DVA:0.56}","{Maths:15.0,SESD:19.0,AIML:11.4,FSD:7.8,DVA:7.8}"
250,Aadhya Verma,2024-A-80062006B,93,95,74,89,43,423,"{Maths:0.93,SESD:0.79,AIML:0.66,FSD:0.59,DVA:0.55}","{Maths:9.1,SESD:6.0,AIML:7.0,FSD:8.0,DVA:14.7}"
251,Krishna Gupta,2024-A-17942006B,92,80,88,99,46,421,"{Maths:0.79,SESD:0.93,AIML:0.76,FSD:0.59,DVA:0.89}","{Maths:19.1,SESD:13.9,AIML:8.9,FSD:8.0,DVA:13.3}"
252,Vivaan Reddy,2024-A-31982006B,82,47,58,73,93,378,"{Maths:0.74,SESD:0.8,AIML:0.98,FSD:0.85,DVA:0.84}","{Maths:10.6,SESD:16.9,AIML:12.9,FSD:10.2,DVA:14.0}"
253,Pari Patel,2024-C-71692006B,75,94,78,99,46,400,"{Maths:0.64,SESD:0.98,AIML:0.96,FSD:0.62,DVA:0.84}","{Maths:7.0,SESD:10.9,AIML:10.0,FSD:6.9,DVA:6.3}"
254,Anvi Nair,2024-A-66772006B,97,62,,70,,277,,"{Maths:13.4,SESD:5.1,AIML:19.1,FSD:18.8,DVA:8.8}"
255,Saanvi Mishra,2024-C-20682006B,85,70,54,99,73,383,"{Maths:0.71,SESD:0.94,AIML:0.57,FSD:0.97,DVA:0.77}","{Maths:12.1,SESD:7.1,AIML:7.1,FSD:17.4,DVA:13.1}"
256,Vivaan Sharma,2024-A-20872006B,65,58,98,94,49,368,"{Maths:0.96,SESD:0.89,AIML:0.84,FSD:0.75,DVA:0.88}","{Maths:12.1,SESD:15.4,AIML:16.8,FSD:14.3,DVA:19.1}"
257,Vivaan Patel,2024-A-95632006B,81,99,89,93,75,448,"{Maths:0.8,SESD:0.52,AIML:0.9,FSD:0.52,DVA:0.58}","{Maths:13.6,SESD:14.6,AIML:7.6,FSD:16.0,DVA:12.1}"
258,Reyansh Nair,2024-B-45282006B,63,46,89,74,96,406,"{Maths:0.59,SESD:0.52,AIML:0.69,FSD:0.67,DVA:0.51}","{Maths:6.0,SESD:17.0,AIML:10.2,FSD:8.8,DVA:11.2}"
259,Prisha Singh,2024-A-24882006B,97,70,174,-10,57,270,"{Maths:0.52,SESD:0.57,AIML:0.63,FSD:0.7,DVA:0.55}","{Maths:6.5,SESD:11.5,AIML:6.3,FSD:11.8,DVA:14.7}"
260,Vihaan Gupta,2024-C-81072006B,76,90,72,61,41,344,"{Maths:0.63,SESD:0.93,AIML:0.83,FSD:0.86,DVA:0.91}","{Maths:9.9,SESD:18.5,AIML:20.0,FSD:13.7,DVA:11.6}"
261,Sai Kapoor,2024-C-79522006B,-20,64,88,95,55,317,"{Maths:0.78,SESD:0.69,AIML:0.95,FSD:0.78,DVA:0.73}","{Maths:6.6,SESD:5.6,AIML:15.5,FSD:17.1,DVA:9.5}"
262,Diya Kumar,2024-B-42042006B,172,49,89,56,80,294,"{Maths:0.55,SESD:0.64,AIML:0.56,FSD:0.84,DVA:0.98}","{Maths:5.9,SESD:12.8,AIML:19.4,FSD:13.8,DVA:11.6}"
263,Pari Kapoor,2024-B-63192006B,93,46,70,66,196,308,"{Maths:0.62,SESD:0.59,AIML:0.68,FSD:0.81,DVA:0.69}","{Maths:7.6,SESD:11.6,AIML:5.1,FSD:7.7,DVA:5.3}"
264,Aditya Nair,2024-B-85762006B,92,46,45,45,46,304,"{Maths:0.81,SESD:0.96,AIML:0.53,FSD:0.59,DVA:0.76}","{Maths:19.1,SESD:12.3,AIML:6.2,FSD:18.4,DVA:19.2}"
265,Pari Singh,2024-A-52962006B,84,70,67,52,82,368,"{Maths:0.91,SESD:0.63,AIML:0.97,FSD:0.98,DVA:0.69}","{Maths:19.4,SESD:18.8,AIML:10.0,FSD:16.3,DVA:15.3}"
266,Myra Mishra,2024-B-32412006B,98,54,46,95,64,395,"{Maths:0.85,SESD:0.78,AIML:0.55,FSD:0.55,DVA:0.67}","{Maths:5.4,SESD:18.0,AIML:12.5,FSD:17.0,DVA:11.9}"
267,Aarav Gupta,2024-B-28552006B,81,98,80,70,54,429,"{Maths:0.59,SESD:0.55,AIML:0.62,FSD:0.54,DVA:0.59}","{Maths:6.5,SESD:15.1,AIML:18.9,FSD:8.3,DVA:12.1}"
268,Ananya Gupta,2024-C-59562006B,84,77,81,91,47,,"{Maths:0.74,SESD:0.52,AIML:0.93,FSD:0.81,DVA:0.67}","{Maths:7.2,SESD:17.8,AIML:8.2,FSD:5.8,DVA:9.4}"
269,Reyansh Kumar,2024-A-83112006B,65,,59,89,91,309,"{Maths:0.83,SESD:0.66,AIML:0.63,FSD:0.54,DVA:0.87}","{Maths:9.5,SESD:14.4,AIML:13.7,FSD:5.5,DVA:8.4}"
270,Prisha Verma,2024-A-25322006B,72,47,61,68,76,329,"{Maths:0.74,SESD:0.84,AIML:0.7,FSD:0.85,DVA:0.93}","{Maths:16.1,SESD:10.1,AIML:10.9,FSD:7.4,DVA:11.7}"
271,Ira Kapoor,2024-A-33212006B,166,65,57,50,92,270,"{Maths:0.75,SESD:0.75,AIML:0.93,FSD:0.94,DVA:0.54}","{Maths:9.4,SESD:11.4,AIML:13.2,FSD:18.3,DVA:5.1}"
272,Riya Gupta,2024-C-93572006B,91,90,74,79,47,422,"{Maths:0.52,SESD:0.98,AIML:0.58,FSD:0.92,DVA:0.59}","{Maths:8.7,SESD:9.8,AIML:15.4,FSD:19.8,DVA:17.5}"
273,Krishna Mishra,2024-C-67592006B,89,87,97,41,55,399,"{Maths:0.79,SESD:0.68,AIML:0.62,FSD:0.81,DVA:0.55}","{Maths:6.3,SESD:16.5,AIML:7.7,FSD:16.9,DVA:17.3}"
274,Riya Patel,2024-B-68452006B,49,46,,69,52,219,"{Maths:0.62,SESD:0.97,AIML:0.75,FSD:0.6,DVA:0.67}","{Maths:10.6,SESD:8.2,AIML:15.5,FSD:13.0,DVA:16.6}"
275,Vivaan Sharma,2024-C-40322006B,68,71,74,52,99,367,"{Maths:0.79,SESD:0.54,AIML:0.79,FSD:0.63,DVA:0.78}","{Maths:9.5,SESD:12.9,AIML:11.4,FSD:13.5,DVA:8.6}"
276,Prisha Singh,2024-A-20922006B,-17,55,45,54,54,233,"{Maths:0.95,SESD:0.82,AIML:0.96,FSD:0.96,DVA:0.76}",
277,Saanvi Verma,2024-A-62782006B,90,94,87,53,76,401,"{Maths:0.62,SESD:0.97,AIML:0.63,FSD:0.65,DVA:0.96}","{Maths:13.2,SESD:15.2,AIML:5.7,FSD:15.0,DVA:15.9}"
278,Vivaan Kapoor,2024-C-89252006B,43,58,58,83,93,385,"{Maths:0.81,SESD:0.96,AIML:0.65,FSD:0.69,DVA:0.65}","{Maths:5.4,SESD:13.1,AIML:17.8,FSD:13.1,DVA:8.6}"
279,Pari Sharma,2024-B-90522006B,90,63,86,42,54,377,"{Maths:0.93,SESD:0.53,AIML:0.78,FSD:0.61,DVA:0.94}",
280,Reyansh Nair,2024-B-88622006B,93,81,94,93,53,452,"{Maths:0.99,SESD:0.91,AIML:0.55,FSD:0.88,DVA:0.89}","{Maths:14.7,SESD:17.1,AIML:5.3,FSD:15.7,DVA:8.4}"
281,Aadhya Kapoor,2024-C-78102006B,85,65,79,92,59,415,"{Maths:0.94,SESD:0.57,AIML:0.86,FSD:0.58,DVA:0.52}","{Maths:6.1,SESD:9.7,AIML:5.3,FSD:16.8,DVA:6.1}"
282,Riya Mishra,2024-A-35632006B,58,83,95,92,65,429,"{Maths:0.7,SESD:0.51,AIML:0.83,FSD:0.51,DVA:0.92}","{Maths:6.8,SESD:6.7,AIML:9.7,FSD:8.2,DVA:6.4}"
283,Ananya Kumar,2024-B-48692006B,54,77,74,86,60,377,"{Maths:0.64,SESD:0.64,AIML:0.56,FSD:0.74,DVA:0.73}","{Maths:7.0,SESD:19.0,AIML:12.1,FSD:12.5,DVA:19.3}"
284,Ishaan Mishra,2024-C-16852006B,-19,92,74,45,200,237,"{Maths:0.69,SESD:0.68,AIML:0.63,FSD:0.54,DVA:0.76}","{Maths:12.6,SESD:16.3,AIML:8.4,FSD:8.1,DVA:12.2}"
285,Aarav Gupta,2024-B-54352006B,47,90,67,45,51,300,"{Maths:0.71,SESD:0.92,AIML:0.8,FSD:0.59,DVA:0.66}","{Maths:18.9,SESD:11.2,AIML:7.3,FSD:17.5,DVA:8.2}"
286,Reyansh Reddy,2024-B-20472006B,62,75,76,99,81,441,"{Maths:0.57,SESD:0.92,AIML:0.66,FSD:0.99,DVA:0.67}","{Maths:11.9,SESD:17.9,AIML:14.5,FSD:6.1,DVA:17.8}"
287,Aarav Kapoor,2024-C-27832006B,65,70,89,91,60,396,"{Maths:0.68,SESD:0.59,AIML:0.65,FSD:0.89,DVA:0.67}","{Maths:8.1,SESD:19.6,AIML:9.0,FSD:10.4,DVA:19.6}"
288,Arjun Patel,2024-C-34932006B,96,45,94,55,70,381,"{Maths:0.61,SESD:0.62,AIML:0.71,FSD:0.93,DVA:0.6}","{Maths:14.7,SESD:7.7,AIML:15.6,FSD:12.4,DVA:7.0}"
289,Ira Reddy,2024-C-80902006B,77,63,,59,42,250,"{Maths:0.68,SESD:1.0,AIML:0.85,FSD:0.78,DVA:0.74}","{Maths:10.4,SESD:13.1,AIML:19.4,FSD:15.3,DVA:8.9}"
290,Diya Kapoor,2024C10042006B,69,51,-19,45,83,289,"{Maths:0.56,SESD:0.79,AIML:0.56,FSD:0.68,DVA:0.84}","{Maths:15.4,SESD:19.0,AIML:12.3,FSD:7.4,DVA:16.1}"
291,Vihaan Singh,2024-B-90882006B,70,52,96,46,89,368,"{Maths:0.54,SESD:0.53,AIML:0.54,FSD:0.92,DVA:0.65}","{Maths:10.1,SESD:13.2,AIML:7.4,FSD:7.8,DVA:6.0}"
292,Ishaan Nair,2024-B-21262006B,58,80,63,74,93,387,,"{Maths:16.5,SESD:12.6,AIML:7.6,FSD:15.8,DVA:15.4}"
293,Reyansh Patel,2024-B-77302006B,69,45,94,74,56,378,"{Maths:0.55,SESD:0.72,AIML:0.9,FSD:0.86,DVA:0.97}","{Maths:7.0,SESD:5.8,AIML:8.4,FSD:9.8,DVA:16.5}"
294,Aadhya Gupta,2024-B-44582006B,42,88,87,40,99,358,"{Maths:0.99,SESD:0.63,AIML:0.69,FSD:0.71,DVA:0.91}","{Maths:14.6,SESD:14.2,AIML:11.6,FSD:12.1,DVA:13.7}"
295,Krishna Singh,2024-C-74702006B,43,52,51,46,85,284,"{Maths:0.65,SESD:0.74,AIML:0.52,FSD:0.83,DVA:0.58}","{Maths:12.5,SESD:6.9,AIML:15.2,FSD:19.2,DVA:16.8}"
296,Reyansh Kapoor,2024-C-88442006B,,71,87,64,49,301,"{Maths:0.53,SESD:0.67,AIML:0.62,FSD:0.75,DVA:0.82}","{Maths:19.5,SESD:14.8,AIML:18.3,FSD:14.5,DVA:5.3}"
297,Ayaan Patel,2024-A-37392006B,,75,58,53,97,,"{Maths:0.72,SESD:0.65,AIML:0.94,FSD:0.51,DVA:0.66}","{Maths:15.6,SESD:13.8,AIML:16.5,FSD:15.1,DVA:11.6}"
298,Ananya Nair,2024-C-31752006B,42,94,69,52,44,306,"{Maths:0.9,SESD:0.78,AIML:0.94,FSD:0.85,DVA:0.77}","{Maths:16.6,SESD:10.3,AIML:16.2,FSD:13.0,DVA:16.2}"
299,Vihaan Sharma,2024-C-56992006B,79,41,84,40,47,313,"{Maths:0.96,SESD:0.77,AIML:0.95,FSD:0.52,DVA:0.51}","{Maths:10.8,SESD:14.9,AIML:11.8,FSD:9.9,DVA:16.7}"
300,Vivaan Sharma,2024-B-32022006B,78,96,95,72,72,462,"{Maths:0.94,SESD:0.57,AIML:0.55,FSD:0.92,DVA:0.56}","{Maths:5.9,SESD:14.2,AIML:6.6,FSD:5.4,DVA:5.3}"
301,Pari Nair,2024-B-48852006B,99,78,97,99,98,510,"{Maths:0.58,SESD:0.56,AIML:0.65,FSD:0.8,DVA:0.52}","{Maths:6.9,SESD:6.0,AIML:9.4,FSD:12.5,DVA:9.8}"
302,Myra Gupta,2024-C-21222006B,77,53,83,53,99,368,"{Maths:0.65,SESD:0.91,AIML:0.99,FSD:0.72,DVA:0.71}","{Maths:5.6,SESD:6.8,AIML:10.5,FSD:18.6,DVA:16.6}"
303,Anvi Singh,2024-B-44502006B,69,46,92,51,69,328,"{Maths:0.8,SESD:0.74,AIML:0.93,FSD:0.76,DVA:0.54}","{Maths:14.1,SESD:18.6,AIML:10.1,FSD:19.4,DVA:7.2}"
304,Anvi Verma,2024-A-74662006B,86,53,95,61,47,365,"{Maths:0.71,SESD:0.52,AIML:0.52,FSD:0.8,DVA:0.82}","{Maths:7.8,SESD:8.5,AIML:14.1,FSD:14.6,DVA:15.6}"
305,Saanvi Kapoor,2024-B-70662006B,69,60,97,,88,323,"{Maths:0.58,SESD:0.68,AIML:0.64,FSD:0.73,DVA:0.57}","{Maths:15.6,SESD:8.2,AIML:16.1,FSD:10.7,DVA:6.8}"
306,Arjun Sharma,2024-B-24532006B,91,99,74,45,70,401,"{Maths:0.77,SESD:0.74,AIML:0.7,FSD:0.66,DVA:0.95}","{Maths:7.6,SESD:15.0,AIML:12.3,FSD:18.3,DVA:11.6}"
307,Ananya Singh,2024-B-46232006B,65,82,76,98,49,387,"{Maths:0.62,SESD:0.97,AIML:0.96,FSD:0.63,DVA:0.71}","{Maths:15.8,SESD:11.9,AIML:7.9,FSD:14.8,DVA:18.2}"
308,Aditya Kapoor,2024-C-38512006B,44,95,78,73,87,393,"{Maths:0.51,SESD:0.7,AIML:0.61,FSD:0.66,DVA:0.61}","{Maths:17.4,SESD:11.6,AIML:9.2,FSD:15.0,DVA:6.7}"
309,Krishna Patel,2024-A-90272006B,61,68,51,54,83,346,"{Maths:0.86,SESD:0.83,AIML:0.72,FSD:0.74,DVA:0.96}","{Maths:7.2,SESD:19.8,AIML:5.5,FSD:5.7,DVA:9.6}"
310,Diya Singh,2024-C-85742006B,44,173,57,65,41,239,"{Maths:0.63,SESD:0.77,AIML:0.84,FSD:0.56,DVA:0.55}","{Maths:18.2,SESD:16.0,AIML:17.9,FSD:6.1,DVA:12.3}"
311,Pari Patel,2024-B-48882006B,96,70,66,78,72,405,"{Maths:0.8,SESD:0.79,AIML:0.97,FSD:0.63,DVA:0.94}","{Maths:17.4,SESD:12.2,AIML:9.8,FSD:8.5,DVA:8.4}"
312,Anvi Singh,2024-B-61452006B,48,81,92,58,91,412,"{Maths:0.66,SESD:0.85,AIML:0.59,FSD:0.55,DVA:0.67}","{Maths:5.7,SESD:7.8,AIML:12.9,FSD:15.3,DVA:10.0}"
313,Krishna Kapoor,2024-A-69662006B,42,45,46,-10,99,267,"{Maths:0.72,SESD:0.98,AIML:0.95,FSD:0.84,DVA:0.75}","{Maths:19.8,SESD:18.3,AIML:16.5,FSD:17.6,DVA:7.1}"
314,Sai Nair,2024-A-68472006B,76,48,83,84,76,398,"{Maths:0.52,SESD:0.51,AIML:0.91,FSD:0.65,DVA:0.72}","{Maths:13.7,SESD:15.7,AIML:11.8,FSD:13.1,DVA:5.9}"
315,Ishaan Mishra,2024-C-58172006B,85,74,52,64,75,361,"{Maths:0.81,SESD:0.88,AIML:0.51,FSD:0.9,DVA:0.59}",
316,Reyansh Sharma,2024-B-27902006B,58,60,78,64,62,368,"{Maths:0.63,SESD:0.59,AIML:0.68,FSD:0.78,DVA:0.95}","{Maths:14.3,SESD:7.2,AIML:18.7,FSD:7.4,DVA:5.6}"
317,Pari Kapoor,2024-C-94042006B,91,71,75,81,88,414,"{Maths:0.53,SESD:0.95,AIML:0.89,FSD:0.93,DVA:0.92}","{Maths:10.4,SESD:16.8,AIML:8.4,FSD:8.7,DVA:9.3}"
318,Anvi Sharma,2024-C-20192006B,,76,98,41,68,329,,"{Maths:13.8,SESD:13.3,AIML:14.7,FSD:7.3,DVA:18.9}"
319,Saanvi Mishra,2024-A-37652006B,73,59,85,59,84,360,"{Maths:0.82,SESD:0.98,AIML:0.71,FSD:0.58,DVA:0.79}","{Maths:10.6,SESD:5.5,AIML:16.0,FSD:9.6,DVA:5.3}"
320,Aditya Nair,2024B10042006B,,41,87,93,53,293,,"{Maths:11.8,SESD:10.3,AIML:18.4,FSD:19.9,DVA:8.0}"
321,Aadhya Mishra,2024-C-90112006B,177,44,93,44,75,264,"{Maths:0.86,SESD:0.85,AIML:0.55,FSD:0.85,DVA:0.69}",
322,Anvi Patel,2024-C-95962006B,87,52,52,90,-19,284,"{Maths:0.82,SESD:0.52,AIML:0.97,FSD:0.91,DVA:0.98}","{Maths:17.0,SESD:6.6,AIML:10.2,FSD:7.0,DVA:11.8}"
323,Ayaan Kapoor,2024-C-53632006B,-13,87,53,82,81,340,"{Maths:0.89,SESD:0.6,AIML:0.98,FSD:0.75,DVA:0.75}","{Maths:16.3,SESD:8.2,AIML:19.6,FSD:17.4,DVA:8.6}"
324,Ira Singh,2024-B-10712006B,-8,41,-12,78,40,,"{Maths:0.8,SESD:0.54,AIML:0.93,FSD:0.89,DVA:0.77}","{Maths:16.9,SESD:11.5,AIML:12.8,FSD:8.9,DVA:8.9}"
325,Diya Kapoor,2024-C-25222006B,90,68,42,48,75,348,"{Maths:0.59,SESD:0.82,AIML:0.91,FSD:0.73,DVA:0.68}","{Maths:8.4,SESD:19.9,AIML:13.1,FSD:9.7,DVA:12.7}"
326,Aadhya Patel,2024-C-90892006B,96,63,99,65,62,386,"{Maths:0.67,SESD:0.73,AIML:0.72,FSD:0.71,DVA:0.88}","{Maths:10.7,SESD:13.8,AIML:6.2,FSD:10.7,DVA:7.6}"
327,Arjun Patel,2024-A-80392006B,92,90,79,87,63,419,"{Maths:0.87,SESD:0.53,AIML:0.97,FSD:0.93,DVA:0.88}","{Maths:9.7,SESD:9.7,AIML:8.8,FSD:8.0,DVA:14.4}"
328,Riya Gupta,2024-A-82742006B,46,71,66,44,73,333,"{Maths:0.74,SESD:0.53,AIML:0.82,FSD:0.53,DVA:0.65}","{Maths:19.7,SESD:7.5,AIML:7.0,FSD:14.7,DVA:7.8}"
329,Ananya Gupta,2024-B-39552006B,61,50,74,195,93,326,"{Maths:1.0,SESD:0.7,AIML:0.81,FSD:0.77,DVA:0.57}","{Maths:7.5,SESD:13.4,AIML:10.8,FSD:8.6,DVA:16.8}"
330,Myra Nair,2024-B-73052006B,168,89,72,62,79,325,"{Maths:0.73,SESD:0.92,AIML:0.74,FSD:0.62,DVA:0.83}","{Maths:19.4,SESD:11.9,AIML:16.1,FSD:15.1,DVA:5.0}"
331,Anvi Kumar,2024C10042006B,90,84,83,72,,336,,"{Maths:17.5,SESD:11.5,AIML:15.9,FSD:6.8,DVA:13.9}"
332,Saanvi Sharma,2024-C-86352006B,99,42,48,79,95,375,"{Maths:0.87,SESD:1.0,AIML:0.55,FSD:0.78,DVA:0.96}","{Maths:14.3,SESD:10.1,AIML:19.6,FSD:6.5,DVA:5.4}"
333,Vivaan Reddy,2024-C-29242006B,70,54,73,60,67,360,"{Maths:0.85,SESD:0.57,AIML:0.54,FSD:0.52,DVA:0.97}","{Maths:18.6,SESD:8.1,AIML:16.3,FSD:14.6,DVA:13.9}"
334,Ananya Gupta,2024-C-63902006B,58,64,48,-15,58,235,"{Maths:0.82,SESD:0.81,AIML:0.58,FSD:0.97,DVA:0.55}",
335,Aarav Verma,2024-C-22082006B,71,88,85,95,60,407,"{Maths:0.61,SESD:0.51,AIML:0.56,FSD:0.87,DVA:0.78}","{Maths:15.4,SESD:7.6,AIML:16.8,FSD:7.7,DVA:19.8}"
336,Ira Reddy,2024-A-87972006B,70,55,94,90,66,377,"{Maths:0.58,SESD:0.98,AIML:0.63,FSD:0.84,DVA:0.56}","{Maths:19.5,SESD:13.4,AIML:11.6,FSD:7.2,DVA:11.1}"
337,Ishaan Reddy,2024-B-77062006B,78,66,42,55,68,321,"{Maths:0.95,SESD:0.71,AIML:0.63,FSD:0.92,DVA:0.62}","{Maths:19.9,SESD:11.9,AIML:15.2,FSD:10.3,DVA:17.6}"
338,Krishna Patel,2024-A-88502006B,71,52,-14,62,74,278,"{Maths:0.9,SESD:0.68,AIML:0.76,FSD:0.99,DVA:0.86}","{Maths:14.3,SESD:14.3,AIML:14.1,FSD:16.1,DVA:16.1}"
339,Prisha Kapoor,2024-A-87742006B,86,56,94,90,52,389,,"{Maths:16.6,SESD:11.6,AIML:14.0,FSD:18.8,DVA:15.9}"
340,Anvi Gupta,2024-A-88182006B,57,63,61,92,92,392,"{Maths:0.81,SESD:0.82,AIML:0.54,FSD:0.55,DVA:0.75}","{Maths:9.5,SESD:6.0,AIML:16.4,FSD:18.5,DVA:19.3}"
341,Saanvi Nair,2024-C-46242006B,52,64,59,74,63,358,"{Maths:0.77,SESD:0.95,AIML:0.54,FSD:0.87,DVA:0.71}","{Maths:19.4,SESD:11.8,AIML:7.7,FSD:16.1,DVA:19.5}"
342,Aadhya Mishra,2024-C-34662006B,45,77,41,40,84,295,"{Maths:0.82,SESD:0.65,AIML:0.88,FSD:0.54,DVA:0.9}","{Maths:11.2,SESD:7.1,AIML:9.9,FSD:9.0,DVA:7.5}"
343,Vihaan Reddy,2024-B-56862006B,94,52,49,65,81,376,"{Maths:0.62,SESD:0.93,AIML:0.51,FSD:0.59,DVA:0.74}","{Maths:18.9,SESD:19.2,AIML:7.1,FSD:15.7,DVA:16.9}"
344,Saanvi Kapoor,2024-B-94702006B,76,82,46,99,-16,352,"{Maths:0.8,SESD:0.59,AIML:0.55,FSD:0.97,DVA:0.63}","{Maths:11.9,SESD:10.8,AIML:17.3,FSD:15.0,DVA:19.0}"
345,Prisha Patel,2024-C-70302006B,71,55,79,59,93,360,"{Maths:0.59,SESD:0.54,AIML:0.51,FSD:0.61,DVA:0.82}","{Maths:10.3,SESD:14.7,AIML:9.3,FSD:15.0,DVA:11.5}"
346,Ayaan Verma,2024-B-33632006B,,60,157,86,85,235,,"{Maths:11.3,SESD:13.4,AIML:10.2,FSD:11.8,DVA:16.4}"
347,Aarav Mishra,2024-B-10132006B,96,85,66,94,89,452,"{Maths:0.7,SESD:0.5,AIML:0.63,FSD:0.51,DVA:0.76}","{Maths:17.6,SESD:6.2,AIML:19.8,FSD:14.1,DVA:11.6}"
348,Aditya Kumar,2024-A-61922006B,98,94,41,54,87,403,"{Maths:0.62,SESD:0.66,AIML:0.93,FSD:0.97,DVA:0.87}","{Maths:13.2,SESD:19.2,AIML:18.5,FSD:13.6,DVA:14.2}"
349,Anvi Gupta,2024C10042006B,40,82,42,40,58,270,"{Maths:0.66,SESD:0.98,AIML:0.67,FSD:0.78,DVA:0.75}","{Maths:8.8,SESD:7.9,AIML:17.3,FSD:12.6,DVA:6.0}"
350,Ayaan Kapoor,2024-C-70482006B,78,90,65,53,74,368,"{Maths:0.77,SESD:0.86,AIML:0.63,FSD:0.81,DVA:0.85}","{Maths:18.5,SESD:9.6,AIML:12.5,FSD:17.9,DVA:16.0}"
351,Sai Sharma,2024-A-24352006B,46,,47,80,81,260,"{Maths:0.57,SESD:0.81,AIML:0.75,FSD:0.53,DVA:0.96}","{Maths:17.9,SESD:7.3,AIML:8.0,FSD:7.7,DVA:11.3}"
352,Diya Mishra,2024-A-68532006B,,46,71,175,98,220,"{Maths:0.92,SESD:0.91,AIML:0.55,FSD:0.66,DVA:0.68}","{Maths:10.3,SESD:8.9,AIML:16.9,FSD:12.3,DVA:18.6}"
353,Krishna Kumar,2024-B-82482006B,-20,98,75,69,88,347,"{Maths:0.93,SESD:0.68,AIML:0.92,FSD:0.98,DVA:0.62}","{Maths:16.5,SESD:10.7,AIML:15.3,FSD:6.9,DVA:15.0}"
354,Ayaan Singh,2024-B-22242006B,41,44,44,48,49,245,"{Maths:0.9,SESD:0.57,AIML:0.75,FSD:0.71,DVA:0.66}","{Maths:14.9,SESD:18.6,AIML:18.0,FSD:16.7,DVA:16.3}"
355,Arjun Reddy,2024-C-48912006B,91,56,81,59,47,374,"{Maths:0.65,SESD:0.58,AIML:0.51,FSD:0.86,DVA:0.9}","{Maths:8.6,SESD:11.2,AIML:12.1,FSD:16.4,DVA:17.8}"
356,Saanvi Kapoor,2024-A-45362006B,69,58,67,43,84,371,"{Maths:0.56,SESD:0.59,AIML:0.87,FSD:0.61,DVA:0.61}","{Maths:13.7,SESD:7.6,AIML:14.9,FSD:13.9,DVA:9.3}"
357,Ayaan Singh,2024A10042006B,55,63,75,91,77,365,"{Maths:0.61,SESD:0.76,AIML:0.97,FSD:0.53,DVA:0.82}","{Maths:17.1,SESD:6.6,AIML:9.0,FSD:7.0,DVA:9.6}"
358,Diya Mishra,2024-C-33212006B,63,96,95,43,43,368,"{Maths:0.85,SESD:0.63,AIML:0.98,FSD:0.51,DVA:0.73}","{Maths:15.6,SESD:11.8,AIML:8.9,FSD:8.4,DVA:12.7}"
359,Aadhya Singh,2024-B-61402006B,92,46,51,55,62,319,"{Maths:0.87,SESD:0.65,AIML:0.65,FSD:0.66,DVA:0.84}","{Maths:6.1,SESD:14.8,AIML:9.4,FSD:9.7,DVA:11.6}"
360,Prisha Nair,2024-A-96992006B,89,93,66,,96,377,"{Maths:0.63,SESD:0.91,AIML:0.89,FSD:0.8,DVA:0.95}","{Maths:19.4,SESD:16.2,AIML:8.3,FSD:13.2,DVA:19.3}"
361,Ayaan Gupta,2024-B-87972006B,61,52,79,85,49,342,"{Maths:0.77,SESD:0.87,AIML:0.51,FSD:0.73,DVA:0.79}","{Maths:12.9,SESD:13.6,AIML:17.7,FSD:17.5,DVA:11.8}"
